productId,name,description,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_unitName,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet,group_name,group_description,variant_features_0_key,variant_features_0_value,variant_parentSku,variant_genericDisplayName,variant_index
PCAPLUS920BL6,SELLADOR ACRILICO BLANCO,"Sellador base agua formulado con resinas acrilicas en emulsion acuosa, humectantes de superficie, aditivos y agua como solvente. Ofrece un rendimiento de 35 ± 5 m² por galon y mano, segun la absorcion de la superficie. Secado al tacto en 2 a 3 horas y repintado en 3 a 6 horas a 20°C y 60% de humedad relativa. Su acabado satinado y excelente resistencia a la humedad lo hace ideal para sellar y uniformar superficies alcalinas.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Sellador,,Color,BLANCO,PCAPLUS920BL6,SELLADOR ACRILICO BALDE,0
PCAPLUS921056,FIBRO COPPER INCOLORO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,INCOLORO,PCA921NEGRO06,FIBRO COPPER BALDE,3
PCASMARTBO06,SMART COPPER BASE OSCURA,"Pintura de imprimacion y terminacion con acabado satinado, especialmente formulada para ser aplicada sobre sustratos de Smart Panel, por su gran adherencia, durabilidad exterior, alta resistencia al agua y a la radiacion solar (UV). Con nanoparticulas de cobre para una mayor proyeccion con los hongos. Rendimiento 35 + 5 m2/Galon.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,BASE OSCURA,PCASPSNLAN006,SMART COPPER BALDE,2
PCASPSNEGR006,SMART COPPER NEGRO,"Pintura de imprimacion y terminacion con acabado satinado, especialmente formulada para ser aplicada sobre sustratos de Smart Panel, por su gran adherencia, durabilidad exterior, alta resistencia al agua y a la radiacion solar (UV). Con nanoparticulas de cobre para una mayor proyeccion con los hongos. Rendimiento 35 + 5 m2/Galon.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,NEGRO,PCASPSNLAN006,SMART COPPER BALDE,1
PCASPSNLAN006,SMART COPPER BLANCO,"Pintura de imprimacion y terminacion con acabado satinado, especialmente formulada para ser aplicada sobre sustratos de Smart Panel, por su gran adherencia, durabilidad exterior, alta resistencia al agua y a la radiacion solar (UV). Con nanoparticulas de cobre para una mayor proyeccion con los hongos. Rendimiento 35 + 5 m2/Galon.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,BLANCO,PCASPSNLAN006,SMART COPPER BALDE,0
PANES930BL001,ESMALTE AL AGUA SEMIBRILLO BLANCO,"Esmalte agua Semi Brillo de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,BLANCO,PANES930BL001,ESMALTE AL AGUA SEMIBRILLO GALON,0
PCA904BASIN01,OLEO SEMI BRILLO BASE OSCURA,"Pintura base solvente con resina alquidica, acabado semi brillante, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena resistencia a la humedad, gran adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y MDF expuestas a uso frecuente o condiciones exigentes.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,BASE OSCURA,PCA904BLAN001,OLEO SEMIBRILLO GALON,1
PCA907BASE001,ZINC ACRYL BASE INCOLORA,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,BASE INCOLORA,PCA907BLAN001,ZINC ACRYL GALON,5
PCA922BOSC001,ESMALTE SINTETICO BASE OSCURA,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,BASE OSCURA,PCA922BLAN001,ESMALTE SINTETICO GALON,10
PCA925BLAN001,HIDRO COPPER BLANCO,"Pintura base agua de alta calidad formulada con resinas acrilicas en emulsion acuosa, aditivos hidro-repelentes, fungicidas y nano-particulas de cobre con accion microbicida. Ofrece un rendimiento de 35 ± 5 m² por galon con una sola mano de aplicacion. Se seca al tacto en 2 a 3 horas a 20°C y 60% de humedad relativa, y puede ser repintada en 3 a 6 horas. Ideal para uso interior y exterior, especialmente en superficies de fibrocemento (siding y tinglado), estucos, ladrillos, hormigon y pisos de cemento.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,BLANCO,PCA925BLAN001,HIDRO COPPER GALON,0
PCA926BOSC001,OLEO BRILLANTE BASE OSCURA,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,BASE OSCURA,PCA926BLAN001,OLEO BRILLANTE GALON,10
PCA941CLIBH01,ESMALTE AL AGUA CLINIC COPPER BEIGE HOSPITALARIO,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,BEIGE HOSPITALARIO,PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER GALON,1
PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER BLANCO HOSPITALARIO,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,BLANCO HOSPITALARIO,PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER GALON,0
PCA941CLICC01,ESMALTE AL AGUA CLINIC COPPER CELESTE CLINICO,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,CELESTE CLINICO,PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER GALON,2
PCA941CLIGB01,ESMALTE AL AGUA CLINIC COPPER GRIS BOX,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,GRIS BOX,PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER GALON,3
PCA941CLIRM01,ESMALTE AL AGUA CLINIC COPPER ROSA MATERNO,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,ROSA MATERNO,PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER GALON,4
PCA941CLIVU01,ESMALTE AL AGUA CLINIC COPPER VERDE URGENCIA,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,VERDE URGENCIA,PCA941CLIBL01,ESMALTE AL AGUA CLINIC COPPER GALON,5
PCAPLUS921001,FIBRO COPPER INCOLORO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,INCOLORO,PCA921NEGRO01,FIBRO COPPER GALON,10
PCASMARTBO001,SMART COPPER BASE OSCURA,"Pintura de imprimacion y terminacion con acabado satinado, especialmente formulada para ser aplicada sobre sustratos de Smart Panel, por su gran adherencia, durabilidad exterior, alta resistencia al agua y a la radiacion solar (UV). Con nanoparticulas de cobre para una mayor proyeccion con los hongos. Rendimiento 35 + 5 m2/Galon.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,BASE OSCURA,PCASPSBLAN001,SMART COPPER GALON,1
PCASPSBLAN001,SMART COPPER BLANCO,"Pintura de imprimacion y terminacion con acabado satinado, especialmente formulada para ser aplicada sobre sustratos de Smart Panel, por su gran adherencia, durabilidad exterior, alta resistencia al agua y a la radiacion solar (UV). Con nanoparticulas de cobre para una mayor proyeccion con los hongos. Rendimiento 35 + 5 m2/Galon.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,BLANCO,PCASPSBLAN001,SMART COPPER GALON,0
PCA922BLAN056,ESMALTE SINTETICO BLANCO,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,BLANCO,PCA922BLAN056,ESMALTE SINTETICO BALDE,0
PCA922NEGRO06,ESMALTE SINTETICO NEGRO,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,NEGRO,PCA922BLAN056,ESMALTE SINTETICO BALDE,1
PCA108BLAN006,ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,BLANCO,PCA108BLAN006,ESMALTE ANTICORROSIVO DOBLE ACCION BALDE,0
PCA108GRIS006,ESMALTE ANTICORROSIVO DOBLE ACCION GRIS,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,GRIS,PCA108BLAN006,ESMALTE ANTICORROSIVO DOBLE ACCION BALDE,2
PCA108NEGR006,ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,NEGRO,PCA108BLAN006,ESMALTE ANTICORROSIVO DOBLE ACCION BALDE,3
PCA113POLNAT6,STAIN  NATURAL,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Barnices,,Color,NATURAL,PCA113POLNAT6,STAIN  BALDE,0
PCA106BANAT06,BARNIZ MARINO NATURAL,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Barnices,,Color,NATURAL,PCA106BANAT06,BARNIZ MARINO BALDE,0
PCA904BLAN056,OLEO SEMI BRILLO BLANCO,"Pintura base solvente con resina alquidica, acabado semi brillante, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena resistencia a la humedad, gran adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y MDF expuestas a uso frecuente o condiciones exigentes.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Oleo,,Color,BLANCO,PCA904BLAN056,OLEO SEMI BRILLO BALDE,0
PCA926BLAN056,OLEO BRILLANTE BLANCO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Oleo,,Color,BLANCO,PCA926BLAN056,OLEO BRILLANTE BALDE,0
PCA910BLAN056,OLEO OPACO BLANCO,"Pintura base solvente con resina alquidica, acabado mate para uso exclusivo en interiores, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, buena resistencia a la humedad, excelente adherencia y poder cubriente, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de yeso, madera, MDF y cemento previamente sellado o imprimado.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Oleo,,Color,BLANCO,PCA910BLAN056,OLEO OPACO BALDE,0
PCA106BLANCO6,ANTICORROSIVO ESTRUCTURAL BLANCO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,BLANCO,PCA106BLANCO6,ANTICORROSIVO ESTRUCTURAL BALDE,1
PCA106GRIS006,ANTICORROSIVO ESTRUCTURAL GRIS,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,GRIS,PCA106BLANCO6,ANTICORROSIVO ESTRUCTURAL BALDE,2
PCA106NEGRO06,ANTICORROSIVO ESTRUCTURAL NEGRO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,NEGRO,PCA106BLANCO6,ANTICORROSIVO ESTRUCTURAL BALDE,3
PCA106OCRE055,ANTICORROSIVO ESTRUCTURAL OCRE,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,OCRE,PCA106BLANCO6,ANTICORROSIVO ESTRUCTURAL BALDE,4
PCA106ROJO006,ANTICORROSIVO ESTRUCTURAL ROJO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pintura para Metales,,Color,ROJO,PCA106BLANCO6,ANTICORROSIVO ESTRUCTURAL BALDE,5
PCA907BLAN056,ZINC ACRYL BLANCO,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,BLANCO,PCA907BLAN056,ZINC ACRYL BALDE,0
